Specified Values,Specified Attribute Names,Diabetes_binary,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count
"0, 0, 1, 0, 1, 0, [0.74,3.26], [-0.5,8.5], 0","Stroke, HeartDiseaseorAttack, PhysActivity, HvyAlcoholConsump, AnyHealthcare, NoDocbcCost, GenHlth, PhysHlth, DiffWalk",0,0.13588806527264918,0.6708667430316915,1,225.22057720294947,9990,3084,0.42857142857142855,0.0005144642244770646,1757,2619
"1, [19.675,64.2], 0, [-9.15,9.15], [8.74,17.259999999999998], [1.775,4.225], [4.88,7.12]","CholCheck, BMI, HvyAlcoholConsump, PhysHlth, Age, Education, Income",1,0.09465253657836611,0.6240601503759399,1,161.25707614888236,9979,3094,0.3333333333333333,0.0003372045659101156,249,399
"0, 0, 0, 1, 0, [1.1600000000000001,2.84], [-11.827915292174136,6.55], 0, [1.88,8.120000000000001]","HighBP, HighChol, Smoker, PhysActivity, Fruits, GenHlth, MentHlth, DiffWalk, Age",0,0.8487852119680392,0.967741935483871,1,396.2814954247967,9934,3097,0.42857142857142855,0.0008286639745319242,60,62
"0, 0, 0, 0, 0, 1, 0, 0, [-9.0,9.0], [4.3,7.7]","HighBP, HighChol, Smoker, Stroke, HeartDiseaseorAttack, Veggies, HvyAlcoholConsump, NoDocbcCost, PhysHlth, Education",0,0.48894551440329226,0.8666666666666667,1,318.7037584879449,9990,3097,0.47619047619047616,0.0006664412198298104,572,660
"1, 0, 0, [-11.25,11.25], [7.699999999999999,16.9], [2.1799999999999997,5.82]","CholCheck, Stroke, NoDocbcCost, MentHlth, Age, Income",1,0.11543974182300515,0.6493383742911153,1,190.49974149998218,9985,3109,0.2857142857142857,0.00039835388419905897,687,1058
"1, 0, [4.04,5.96], [-11.25,11.25], 1, 1, [0.07499999999999973,3.9250000000000003]","CholCheck, HvyAlcoholConsump, GenHlth, MentHlth, DiffWalk, Sex, Income",1,0.5277319168,0.88,2,295.54918444046973,9965,3127,0.3333333333333333,0.0012360454105260423,22,25
"0, [-9.9,8.6], 0, [4.45,7.55]","HighChol, PhysHlth, DiffWalk, Education",0,0.2517373276155296,0.7589086859688196,3,237.1609309848051,9990,3134,0.19047619047619047,0.0014877812005546095,1363,1796
"0, 0, 0, 0, 0, 0, [5.7,6.817947210911667], 1","HighBP, HighChol, Smoker, Stroke, HeartDiseaseorAttack, NoDocbcCost, PhysHlth, DiffWalk",0,1.0,1.0,2,127.0,8843,3146,0.38095238095238093,0.0005311392329977018,1,1
"0, 0, 1, 0, 0, [-11.827915292174136,6.55], 0, [1.88,8.120000000000001]","HighBP, HighChol, CholCheck, Smoker, HeartDiseaseorAttack, MentHlth, DiffWalk, Age",0,0.5510981014484175,0.8876582278481012,1,302.16097682541067,9990,3149,0.38095238095238093,0.000631848619971988,561,632
"1, 1, [30.025,69.975], [-11.25,11.25], [7.699999999999999,17.259999999999998], [0.07499999999999973,3.9250000000000003]","HighBP, CholCheck, BMI, MentHlth, Age, Income",1,0.506468674053721,0.872791519434629,1,282.3357516462368,9985,3154,0.2857142857142857,0.0005903921046346922,247,283
"0, 1, 0, 1, [-0.41999999999999993,2.5], 0, 0, [4.3,7.480188652418021], [2.145,5.855]","HighBP, PhysActivity, HvyAlcoholConsump, AnyHealthcare, GenHlth, DiffWalk, Sex, Education, Income",0,0.22397642588184608,0.7413793103448276,1,258.3580422150778,9877,3156,0.42857142857142855,0.0005402523322082845,43,58
"1, [6.850000000000001,39.15], 0, 0, 1, 1, 0, 0, [5.025,6.975], [4.88,7.12]","CholCheck, BMI, Smoker, Stroke, Fruits, Veggies, NoDocbcCost, DiffWalk, Education, Income",0,0.12071966324265888,0.6551724137931034,1,283.38526301462673,9870,3162,0.47619047619047616,0.0005925867371670898,171,261
"0, 1, [20.975,49.025], 0, 0, 0, [4.04,5.96], 1","HighChol, CholCheck, BMI, Stroke, AnyHealthcare, NoDocbcCost, GenHlth, DiffWalk",1,1.0,1.0,1,198.0,5330,3167,0.38095238095238093,0.00041403766981710604,1,1
"0, [20.975,49.025], 0, 0, [4.04,5.96], 1","HighChol, BMI, AnyHealthcare, NoDocbcCost, GenHlth, DiffWalk",1,1.0,1.0,1,198.0,5330,3167,0.2857142857142857,0.00041403766981710604,1,1
"1, 0","PhysActivity, DiffWalk",0,0.08522183581465512,0.6110970357233342,1,201.80633404978448,9990,3168,0.09523809523809523,0.0004532623388983552,2412,3947
"0, 0, 0, 0, 0, 1, 0, [1.88,8.120000000000001]","HighBP, HighChol, HeartDiseaseorAttack, HvyAlcoholConsump, AnyHealthcare, NoDocbcCost, DiffWalk, Age",0,0.11177418429208745,0.6451612903225806,1,124.24182608091351,9952,3168,0.38095238095238093,0.0002598020008301191,20,31
"0, 0, 0, 0, 0, 1, 0, [0.74,3.26]","HighBP, HighChol, Smoker, Stroke, HeartDiseaseorAttack, PhysActivity, HvyAlcoholConsump, GenHlth",0,0.5219071182905436,0.8780487804878049,1,316.9492541520637,9990,3186,0.38095238095238093,0.000662772376966617,756,861
"1, 1, [9.8,64.2], 1, 0, 1, [3.02,4.98], [5.5200000000000005,12.48]","HighBP, CholCheck, BMI, HeartDiseaseorAttack, HvyAlcoholConsump, AnyHealthcare, GenHlth, Age",1,0.4518041845995422,0.8530805687203792,1,219.20439227103375,9986,3187,0.38095238095238093,0.0004583781605534024,180,211
"1, [4.04,5.96], [-6.3,6.3], 1, [5.125,6.875]","CholCheck, GenHlth, MentHlth, DiffWalk, Education",1,0.47347381451739246,0.8611111111111112,2,223.61838113334912,9965,3195,0.23809523809523808,0.0009352164995224786,31,36
"1, [4.04,5.96], [-6.3,6.3]","CholCheck, GenHlth, MentHlth",1,0.30708788133629406,0.7896825396825397,1,245.29595349904957,9965,3195,0.14285714285714285,0.0005129382070823823,199,252
"1, 1, [30.025,69.975], 1, 0, 1, [-11.25,11.25], 1, [7.699999999999999,12.620000000000001]","HighBP, CholCheck, BMI, Veggies, HvyAlcoholConsump, AnyHealthcare, MentHlth, DiffWalk, Age",1,0.43009576050385795,0.84472049689441,1,299.4467864838182,9965,3196,0.42857142857142855,0.0006261729783332352,272,322
"1, [-5.875,57.875], 1, 1, 0, 1, 0","CholCheck, BMI, HeartDiseaseorAttack, Fruits, HvyAlcoholConsump, AnyHealthcare, DiffWalk",1,0.13625928306278232,0.6712328767123288,1,188.3738577686359,9985,3215,0.3333333333333333,0.00039390845012618675,196,292
"0, 0, 0, 1, 0, [0.74,3.26], [-8.15,10.15], [1.88,8.120000000000001]","HighBP, HighChol, HeartDiseaseorAttack, AnyHealthcare, NoDocbcCost, GenHlth, MentHlth, Age",0,0.5340322416708344,0.882091212458287,1,304.78834309413963,9990,3239,0.38095238095238093,0.0006373427038490618,793,899
"0, 0, 1, 0, [0.74,3.26], 0, [1.88,8.120000000000001]","HighBP, HighChol, CholCheck, HeartDiseaseorAttack, GenHlth, DiffWalk, Age",0,0.5588570101692587,0.8901437371663244,1,279.3491408618927,9990,3239,0.3333333333333333,0.0005841468047872151,867,974
"1, 1, 0, [2.5,5.32], [-11.25,11.25]","CholCheck, Veggies, HvyAlcoholConsump, GenHlth, MentHlth",1,0.1265899490717104,0.6614238410596026,1,211.1858673245048,9965,3253,0.23809523809523808,0.0004416106283098106,1598,2416
"1, 0, [7.699999999999999,17.259999999999998]","HighBP, HvyAlcoholConsump, Age",1,0.17380877384272195,0.7047163362952836,1,171.44793788550163,9985,3280,0.14285714285714285,0.0003739093110748436,2062,2926
"0, 0, 1, 0, 0, 0, [1.88,14.49887604631877], [5.795,10.205]","Smoker, Stroke, AnyHealthcare, NoDocbcCost, DiffWalk, Sex, Age, Income",0,0.20106795876263167,0.7255520504731862,1,305.54128488943957,9990,3286,0.38095238095238093,0.0006389171799421622,690,951
"1, 1, 1, 1, 0, 1, [4.125,5.875], [1.7599999999999998,6.24]","HighBP, HighChol, CholCheck, HeartDiseaseorAttack, HvyAlcoholConsump, AnyHealthcare, Education, Income",1,0.4303684562600565,0.8448275862068966,1,268.1670638305887,9985,3317,0.38095238095238093,0.000560763970859152,98,116
"0, 0, 1, 0, 0, 1, 0, 0, [-4.6,8.6], [6.775,9.225]","HighBP, HighChol, CholCheck, Smoker, Stroke, PhysActivity, Fruits, Veggies, PhysHlth, Income",0,0.4939144320360374,0.868421052631579,1,325.3178316672578,9666,3320,0.47619047619047616,0.0006802719039063887,33,38
"1, [19.675,64.2], 1, 1, 1, 1, 0, 1, [2.2,5.8]","CholCheck, BMI, Smoker, Stroke, HeartDiseaseorAttack, Fruits, HvyAlcoholConsump, AnyHealthcare, Education",1,0.3787874412704941,0.8235294117647058,1,187.82557444981097,9901,3323,0.42857142857142855,0.0003927619352386824,28,34
"1, [30.025,69.975], 0, 0, [4.0,6.0]","HighBP, BMI, PhysActivity, HvyAlcoholConsump, Education",1,0.3584273630006213,0.8144796380090498,1,228.0877615542437,9961,3334,0.23809523809523808,0.0004769541682208019,180,221
"0, 0, 1, 0, 0, 0, [0.74,3.26], [-11.827915292174136,6.55], 0","HighBP, HighChol, CholCheck, Stroke, HeartDiseaseorAttack, HvyAlcoholConsump, GenHlth, MentHlth, DiffWalk",0,0.3907941621407932,0.8286852589641435,1,266.7499999151769,9990,3354,0.42857142857142855,0.0005578007494373388,1040,1255
"1, 1, 0, [-11.25,11.25], 1","CholCheck, Veggies, HvyAlcoholConsump, MentHlth, DiffWalk",1,0.19556078448902375,0.7215332581736189,1,183.0944058776367,9965,3356,0.23809523809523808,0.0003828685917481017,640,887
"0, 0, 0, 0, 1, [-0.2454239506942575,3.26], 0, [1.88,8.120000000000001]","HighBP, HighChol, Stroke, HeartDiseaseorAttack, Veggies, GenHlth, DiffWalk, Age",0,0.5874864965681292,0.8990825688073395,1,279.75725671015056,9990,3378,0.38095238095238093,0.0005850002155691753,784,872
"0, 1, [5.025,6.975], [5.795,10.205]","Smoker, AnyHealthcare, Education, Income",0,0.1687332588437938,0.7005516154452325,1,282.0084119047727,9990,3386,0.19047619047619047,0.000589707604716539,889,1269
"1, [-5.875,64.2], 1, 1, 0, 1, 0","CholCheck, BMI, Smoker, HeartDiseaseorAttack, HvyAlcoholConsump, AnyHealthcare, DiffWalk",1,0.1779635072520182,0.7080536912751678,1,168.92333839615307,9881,3400,0.3333333333333333,0.0003532354818548975,211,298
"1, 1, 1, 1, 1, 0, 0, 1, [-7.25,15.25], [4.0,5.8]","HighBP, CholCheck, Smoker, Stroke, HeartDiseaseorAttack, PhysActivity, HvyAlcoholConsump, AnyHealthcare, PhysHlth, Education",1,0.13168724279835387,0.6666666666666666,1,269.6666666666667,9901,3409,0.47619047619047616,0.0005638997893637018,2,3
"0, 0, [5.795,10.205]","Smoker, Stroke, Income",0,0.1137187956935439,0.6473906911142454,1,288.2540885810095,9990,3416,0.14285714285714285,0.0006027679351077518,1377,2127
"0, 0, 0, 0, 1, 0, [1.88,8.120000000000001]","HighBP, HighChol, HeartDiseaseorAttack, HvyAlcoholConsump, NoDocbcCost, DiffWalk, Age",0,0.31635575557598217,0.794392523364486,1,173.0508739116611,9952,3417,0.3333333333333333,0.00036186656865756566,85,107
"0, 0, 0, 1","HighChol, Stroke, HeartDiseaseorAttack, Veggies",0,0.16926301107132063,0.7009909521757863,1,223.13525163959355,9990,3420,0.19047619047619047,0.0005168550683684117,1627,2321
"0, 0, [5.26,8.120000000000001]","Smoker, Stroke, Age",0,0.08887145753938853,0.616243654822335,1,261.5830876263273,9990,3422,0.14285714285714285,0.0005469962225473153,607,985
"1, 1, [9.8,57.875], 1, 1, 0, 1, 0, [5.5200000000000005,12.48]","HighBP, CholCheck, BMI, HeartDiseaseorAttack, Fruits, HvyAlcoholConsump, AnyHealthcare, DiffWalk, Age",1,0.23020027395048778,0.7454545454545455,1,205.22463720636085,9985,3424,0.42857142857142855,0.0004291451039292051,123,165
"1, 1, 0, 1, [7.699999999999999,17.259999999999998]","CholCheck, HeartDiseaseorAttack, HvyAlcoholConsump, DiffWalk, Age",1,0.3891379289472278,0.8279816513761468,1,255.03110688823668,9965,3426,0.23809523809523808,0.0005332953799337516,361,436
"1, 1, 0, [4.04,5.96]","CholCheck, Fruits, HvyAlcoholConsump, GenHlth",1,0.3147695518352758,0.7935943060498221,1,241.7644493551573,9965,3426,0.19047619047619047,0.0005055534810890156,223,281
"[6.850000000000001,39.15], 0, 0, [-8.4,8.4], [5.025,6.975], [5.795,7.12]","BMI, Smoker, NoDocbcCost, MentHlth, Education, Income",0,0.0905313433510456,0.6185286103542235,1,232.41396075725396,9930,3446,0.2857142857142857,0.00048600068052978665,227,367
"1, 1, 0, 0, 1, [-11.25,11.25], 1, [7.699999999999999,17.259999999999998]","HighBP, Smoker, HeartDiseaseorAttack, HvyAlcoholConsump, AnyHealthcare, MentHlth, DiffWalk, Age",1,0.2929765430445088,0.7822878228782287,1,204.02169720752408,9942,3453,0.38095238095238093,0.0004266296368885578,212,271
"1, 1, 0, 0, 1, 1","HighBP, HighChol, HeartDiseaseorAttack, HvyAlcoholConsump, NoDocbcCost, DiffWalk",1,0.3079461476574386,0.7901234567901234,1,186.23615049475333,9904,3466,0.2857142857142857,0.0003894382918512907,64,81
"1, 1, 0, 0, 1, [2.6799999999999997,5.32], [-11.25,11.25], [7.699999999999999,12.620000000000001]","HighBP, HighChol, HeartDiseaseorAttack, HvyAlcoholConsump, NoDocbcCost, GenHlth, MentHlth, Age",1,0.26487008230452685,0.7666666666666667,1,184.21929276311795,9776,3476,0.38095238095238093,0.0003852208419747304,46,60
"0, 1, 1, 0, 1, 0, [-7.5,14.667906713647561], 0","HeartDiseaseorAttack, PhysActivity, Veggies, HvyAlcoholConsump, AnyHealthcare, NoDocbcCost, MentHlth, DiffWalk",0,0.10891201640967242,0.6418228279386712,2,256.84228009278513,9990,3492,0.38095238095238093,0.0011942387542591343,1507,2348
"1, 1, 1, 1, 0, 1, [21.75,38.25], [-0.645,2.645]","HighBP, HighChol, CholCheck, HeartDiseaseorAttack, HvyAlcoholConsump, AnyHealthcare, PhysHlth, Income",1,0.3787874412704941,0.8235294117647058,1,227.70607353379376,9863,3524,0.38095238095238093,0.00047615602065219484,42,51
"1, 0, 1, 0, 0, [-5.7,5.7], 0, [5.445,10.555]","HighBP, HighChol, CholCheck, Smoker, Fruits, PhysHlth, DiffWalk, Income",0,0.06808738973366184,0.5842696629213483,1,207.04310606604113,9893,3526,0.38095238095238093,0.0004329477029660586,52,89
"1, [30.025,69.975], 0, 1, 1","CholCheck, BMI, HvyAlcoholConsump, AnyHealthcare, DiffWalk",1,0.3838777420302847,0.8257309941520468,3,255.07301742468508,9986,3533,0.23809523809523808,0.0016001490570868894,706,855
"1, 1, 1, 0, 1, [5.5200000000000005,12.48]","HighBP, CholCheck, HeartDiseaseorAttack, HvyAlcoholConsump, AnyHealthcare, Age",1,0.3473004428203191,0.8093587521663779,1,237.98143869066547,9986,3540,0.2857142857142857,0.000497642829975786,467,577
"0, 0, 0, 0, 1, [-1.75,5.75], 0","HighBP, HighChol, HeartDiseaseorAttack, HvyAlcoholConsump, NoDocbcCost, PhysHlth, DiffWalk",0,0.4057944777934036,0.8349514563106796,1,201.28956436914618,9586,3551,0.3333333333333333,0.00042091647570657403,86,103
"1, 0, 0, [9.4,16.6]","Smoker, Veggies, HvyAlcoholConsump, Age",1,0.12780293780748123,0.6626865671641791,1,174.89952493864374,9961,3555,0.19047619047619047,0.0003657322816046206,222,335
"[-5.024999999999999,57.025], 0, 0, [-0.3600000000000001,2.3600000000000003], [-4.35,4.35], [-5.7,5.7], 0","BMI, Smoker, Stroke, GenHlth, MentHlth, PhysHlth, DiffWalk",0,0.311580976924197,0.7919799498746867,2,251.33957355709745,9990,3584,0.3333333333333333,0.0011811552342809502,948,1197
"1, 0, 1, 1, [1.48,2.52], [-20.828696807332832,6.9], 1","CholCheck, Stroke, Fruits, AnyHealthcare, GenHlth, MentHlth, DiffWalk",1,0.037022548078608386,0.5172413793103449,1,137.11425122298232,9705,3591,0.3333333333333333,0.0002867195205812166,45,87
"1, 0, 1, 0, [-0.3600000000000001,2.3600000000000003], [-4.35,4.35], [-5.7,5.7], 0","CholCheck, Smoker, Veggies, NoDocbcCost, GenHlth, MentHlth, PhysHlth, DiffWalk",0,0.30487599612699745,0.7885416666666667,2,272.42330343051225,9990,3594,0.38095238095238093,0.0012913756684708743,757,960
"1, [6.4,33.6], 0, 1, 0, [1.5,4.225], [4.705,7.295]","CholCheck, BMI, HvyAlcoholConsump, AnyHealthcare, NoDocbcCost, Education, Income",1,0.05470989933309902,0.5592592592592592,1,168.0749694600134,9979,3604,0.3333333333333333,0.00037293441853819895,302,540
"1, 0, 1, 0, [-0.3600000000000001,2.3600000000000003], [-4.35,4.35], [-4.658238264364728,5.7], 0","CholCheck, Smoker, Veggies, NoDocbcCost, GenHlth, MentHlth, PhysHlth, DiffWalk",0,0.30402354083730626,0.7881002087682673,1,272.42330343051225,9990,3605,0.38095238095238093,0.0006456878342354372,755,958
"1, 1, 1, 0, [2.6799999999999997,5.32], 1","HighChol, CholCheck, Veggies, HvyAlcoholConsump, GenHlth, Sex",1,0.24400778779354265,0.7541899441340782,1,217.76156101836153,9965,3613,0.2857142857142857,0.0004553610570695857,540,716
"1, 0, [-11.059070043073696,4.35], 0, [1.88,8.120000000000001], [4.45,7.55]","PhysActivity, HvyAlcoholConsump, MentHlth, DiffWalk, Age, Education",0,0.2617899753177593,0.7648752399232246,2,282.1273908089042,9990,3626,0.2857142857142857,0.001179912802849482,797,1042
"0, 0, 1, 0, [0.74,3.26], [-11.059070043073696,-1.1841417685257394], [6.300000000000001,23.7], 0, [1.0,8.120000000000001]","HighBP, HighChol, PhysActivity, HvyAlcoholConsump, GenHlth, MentHlth, PhysHlth, DiffWalk, Age",0,0.1,1.0,1,248.0,3631,3631,0.42857142857142855,0.0005185926369426379,0,0
"1, [-9.475000000000001,47.475], 1, 0, 0, [-0.3600000000000001,2.3600000000000003], [-6.204989522346281,-4.35]","HighChol, BMI, Veggies, HvyAlcoholConsump, NoDocbcCost, GenHlth, MentHlth",0,0.006220697032295927,0.567845394736842,1,171.7442846684118,3639,3639,0.3333333333333333,0.00035913436075007553,0,0
"1, 0, [-8.7,8.7], [6.109999999999999,9.89]","CholCheck, Stroke, MentHlth, Income",0,0.09276109632873357,0.6215458550260312,1,247.43049994938286,9990,3639,0.19047619047619047,0.0005725181680424133,1552,2497
"0, 0, 0, 1, [-5.7,23.7], [0.06000000000000005,7.0]","HighBP, Smoker, Stroke, PhysActivity, PhysHlth, Age",0,0.6197890817066052,0.9087591240875912,1,293.10828101530217,9990,3641,0.2857142857142857,0.0006129185337155213,498,548
"1, 0, 1, 0, [-11.25,11.25], 1, [7.699999999999999,17.259999999999998]","CholCheck, Smoker, Veggies, HvyAlcoholConsump, MentHlth, DiffWalk, Age",1,0.2284510398583021,0.7443181818181818,1,217.55657458183182,9887,3650,0.3333333333333333,0.00045493241006693485,262,352
"1, 1, [-11.25,11.25], 1","CholCheck, Veggies, MentHlth, DiffWalk",1,0.1732440103567223,0.7042577675489068,1,182.9437145001742,9965,3650,0.19047619047619047,0.0003825534811077679,612,869
"1, 0, 0, [0.74,3.26], 0, [4.45,7.55]","CholCheck, Smoker, HvyAlcoholConsump, GenHlth, DiffWalk, Education",0,0.15656282769340665,0.6901408450704225,1,269.997640858115,9990,3660,0.2857142857142857,0.0005645918892778273,1127,1633
"1, 1, [-7.5,14.667906713647561], 0, [3.9,6.1]","PhysActivity, AnyHealthcare, MentHlth, DiffWalk, Education",0,0.09133027721404363,0.6196164728072933,2,216.33860969346205,9990,3661,0.23809523809523808,0.0009824957579059042,1971,3181
"1, 1, 0, 1, [7.699999999999999,17.259999999999998]","CholCheck, Veggies, HvyAlcoholConsump, DiffWalk, Age",1,0.23901436837630305,0.7510775862068966,1,218.47533847210877,9965,3667,0.23809523809523808,0.00045685363663381545,697,928
"1, 0, 1, 0, 1, [-11.25,11.25], 1","CholCheck, Smoker, HeartDiseaseorAttack, PhysActivity, Veggies, MentHlth, DiffWalk",1,0.34548459997648856,0.8085106382978723,1,220.70725998973262,9871,3667,0.3333333333333333,0.00046152080625185406,38,47
"1, 1, [4.04,5.96]","HighChol, CholCheck, GenHlth",1,0.43906408438061506,0.8482142857142857,1,272.81184653387,9965,3668,0.14285714285714285,0.0005704766729160883,285,336
"1, 1, 0, 1","CholCheck, Veggies, HvyAlcoholConsump, DiffWalk",1,0.21446477590420154,0.7349726775956285,2,185.95184104598698,9965,3675,0.19047619047619047,0.0007776875450998116,807,1098
"1, 0, 1, [4.04,5.96], [-11.25,4.373051527714342], [7.699999999999999,17.259999999999998]","CholCheck, Smoker, Veggies, GenHlth, MentHlth, Age",1,0.22059995870325735,0.7391304347826086,1,252.60859234052086,9887,3675,0.2857142857142857,0.0005282296613558006,34,46
"1, 0, 0, [-6.3,6.3], 1","HighBP, PhysActivity, HvyAlcoholConsump, MentHlth, DiffWalk",1,0.31431970632335177,0.7933673469387755,1,222.3667730462501,9942,3693,0.23809523809523808,0.00046499101291322555,311,392
"1, [30.025,69.975], 0, 0, [4.04,5.96], [24.15,35.85], 1","CholCheck, BMI, HvyAlcoholConsump, AnyHealthcare, GenHlth, PhysHlth, DiffWalk",1,0.512908935546875,0.875,1,145.11039999999997,9797,3693,0.3333333333333333,0.00030344026203145543,7,8
"0, 0, 0, 1, 0, [1.48,2.52], 0, [1.88,8.120000000000001]","HighBP, HighChol, HeartDiseaseorAttack, PhysActivity, HvyAlcoholConsump, GenHlth, DiffWalk, Age",0,0.6008426166094359,0.9031339031339032,1,354.5045663351217,9971,3695,0.38095238095238093,0.0007413042655803914,317,351
"[30.025,69.975], 0, 0","BMI, Fruits, HvyAlcoholConsump",1,0.1759223979569408,0.7064220183486238,1,170.07735864656857,9979,3733,0.14285714285714285,0.00035564865284178526,693,981
"1, 0, 0, 1, 0, [-11.25,11.25], 1, 0, [0.07499999999999973,3.9250000000000003]","HighBP, Smoker, HvyAlcoholConsump, AnyHealthcare, NoDocbcCost, MentHlth, DiffWalk, Sex, Income",1,0.4218676189481648,0.8414634146341463,1,227.1348515570449,9727,3745,0.42857142857142855,0.00047496153875218765,69,82
"[30.025,69.975], 0, [2.5,5.5], [25.05,34.95], [2.775,5.225], [1.39,4.61]","BMI, Smoker, GenHlth, PhysHlth, Education, Income",1,0.512908935546875,0.875,1,276.90290290561467,9606,3752,0.2857142857142857,0.0005790314782052175,35,40
"0, 0, 0, 0, 0, 1, 0, 1","HighBP, HighChol, Smoker, Stroke, HeartDiseaseorAttack, PhysActivity, HvyAlcoholConsump, Sex",0,0.3882095537407485,0.8275862068965517,1,283.6091097807895,9934,3753,0.38095238095238093,0.0005930548229926358,288,348
"0, 0, 0, 0, 1, 0, 0, [-4.6,8.6]","HighBP, HighChol, Stroke, HeartDiseaseorAttack, PhysActivity, HvyAlcoholConsump, NoDocbcCost, PhysHlth",0,0.4314956647995553,0.8452696728558797,1,308.1802819509793,9990,3753,0.38095238095238093,0.0006444355849624354,956,1131
"0, 1, 1, 0, [-0.5,6.9], [5.025,6.975]","Smoker, PhysActivity, Veggies, HvyAlcoholConsump, PhysHlth, Education",0,0.18988415034563585,0.7172949002217295,1,284.8602748283801,9990,3761,0.2857142857142857,0.0005956711334010249,647,902
"1, 1, 1, 1, 0, 1, [2.6799999999999997,5.32], [-11.25,11.25]","HighBP, CholCheck, Fruits, Veggies, HvyAlcoholConsump, AnyHealthcare, GenHlth, MentHlth",1,0.23895034476539087,0.7510373443983402,1,232.39800256063577,9965,3766,0.38095238095238093,0.00048596731035533075,724,964
"0, 0, 0, 0, 1, 0, [-0.41999999999999993,2.5], 0, 0, [2.75,5.25], [5.635,8.365]","HighBP, HighChol, Smoker, HeartDiseaseorAttack, PhysActivity, HvyAlcoholConsump, GenHlth, DiffWalk, Sex, Education, Income",0,0.8234938754746761,0.9619047619047619,1,323.3899168715982,9971,3768,0.5238095238095238,0.0006762404425447685,101,105
"1, 1, 1, 1, 0, 1, [-6.9,6.9], [9.1,16.9]","HighBP, Smoker, Stroke, PhysActivity, HvyAlcoholConsump, AnyHealthcare, MentHlth, Age",1,0.27214629954271363,0.7708333333333334,1,169.44669784277806,9687,3793,0.38095238095238093,0.00035432987844963174,37,48
"1, 1, 1, 1, 0, 1, [-6.9,0.7091666127933633], [9.1,16.9]","HighBP, Smoker, Stroke, PhysActivity, HvyAlcoholConsump, AnyHealthcare, MentHlth, Age",1,0.279581552734375,0.775,1,164.69811551754032,9624,3793,0.38095238095238093,0.00034440012107146944,31,40
"[13.225000000000001,66.775], 0, [4.04,5.96], [0.8499999999999996,13.15], 1","BMI, PhysActivity, GenHlth, PhysHlth, DiffWalk",1,0.27550608968587587,0.7727272727272727,1,204.58399574701298,9727,3800,0.23809523809523808,0.00042780545899477775,17,22
"1, 1, 0, 1, [-0.7999999999999989,20.799999999999997], [-1.625,3.625]","HighBP, HeartDiseaseorAttack, HvyAlcoholConsump, AnyHealthcare, PhysHlth, Income",1,0.4813178089455941,0.8639455782312925,1,270.28911774108883,9985,3804,0.2857142857142857,0.000565201396396171,127,147
"1, 1, 0, 0, 1, [7.699999999999999,17.259999999999998]","HighBP, HeartDiseaseorAttack, PhysActivity, HvyAlcoholConsump, AnyHealthcare, Age",1,0.3651634298252651,0.8175182481751825,1,222.99392025868298,9937,3804,0.2857142857142857,0.0004663024400368013,224,274
"0, 0, 0, 1, 0","HighBP, HighChol, HeartDiseaseorAttack, PhysActivity, DiffWalk",0,0.45089534781107155,0.8527370855821126,1,296.64178343713775,9990,3817,0.23809523809523808,0.0006203074383065814,1106,1297
"1, 1, 0, 0, [-3.5,5.5], [5.34,12.66], [1.825,4.175]","HighBP, CholCheck, Smoker, HvyAlcoholConsump, MentHlth, Age, Education",1,0.21720617794361205,0.7368421052631579,1,197.4443418676605,9957,3828,0.3333333333333333,0.0004128757334619103,280,380
"1, [30.025,69.975], 1, 1, 0, [-11.25,11.25], 1, [0.07499999999999973,3.9250000000000003]","CholCheck, BMI, PhysActivity, AnyHealthcare, NoDocbcCost, MentHlth, DiffWalk, Income",1,0.5417169694823225,0.8846153846153846,1,291.45178398082487,9965,3846,0.38095238095238093,0.000609454633855855,69,78
"1, 1, 0, 1, 0","HighChol, CholCheck, HvyAlcoholConsump, AnyHealthcare, NoDocbcCost",1,0.11296700065667535,0.6465324384787472,1,173.7540961795608,9986,3849,0.23809523809523808,0.0003799373186903843,1734,2682
"0, 0, 0, 0, 1, 0","HighBP, HighChol, Stroke, HeartDiseaseorAttack, PhysActivity, DiffWalk",0,0.45333676183633875,0.8536585365853658,1,296.64178343713775,9990,3860,0.2857142857142857,0.0006203074383065814,1085,1271
"1, 0, 1, [4.04,5.96]","CholCheck, Smoker, AnyHealthcare, GenHlth",1,0.3616764096460474,0.8159509202453987,2,213.09137219459362,9935,3862,0.19047619047619047,0.0008911904565816082,133,163
"0, 1, 0, [4.04,5.96]","HighChol, CholCheck, AnyHealthcare, GenHlth",1,0.014458261438686257,0.42857142857142855,1,106.624,5741,3875,0.19047619047619047,0.00022296137629585413,3,7
"0, 0, 1, [0.06000000000000005,7.0]","HighBP, HeartDiseaseorAttack, PhysActivity, Age",0,0.5339308542134276,0.8820577164366374,1,276.1540761563099,9990,3876,0.19047619047619047,0.0005774656070820919,703,797
"0, 0, 0, 1, [-5.7,23.7], [1.88,7.0]","HighBP, Smoker, Stroke, PhysActivity, PhysHlth, Age",0,0.5946366831359233,0.9012605042016807,1,325.49071985147646,9990,3876,0.2857142857142857,0.0006806334302747362,429,476
